Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
720;Богородское;Moscow Oblast;Sergievo-Posadskiy (Zagorskiy);"[ 0.          0.          0.          0.          0.          1.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.58717798  0.80095133 -0.
 -0.         -0.          0.6073803  -0.          0.38634118 -0.
  0.69762742  1.34050017  1.58622625  1.20856274]";[0.2383443552182965, 0.0, 0.0, 0.12070643740362941, 0.032568545247150485, 0.633365595018984, 0.005978277455155739, 0.172455652435965, 0.0, 0.4892875075336517, 0.046035991277872605, 0.0, 0.0, 0.024230270922658854, 0.018846696765712236, 0.22015335530495567, 0.5828583483410863, 0.3591026544800972, 0.030842506171144674, 0.08481895001388848, 0.16983053382873656, 0.029085598704754773, 0.02525525487954867, 0.11876136651416569, 0.7568308647427313, 0.39420387397592754, 0.5853821268964279, 0.2759323458740476]
721;Избербаш;Dagestan;Izberbash;"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  4.04488867e-01
  0.00000000e+00  7.33221625e-01  0.00000000e+00  5.46602968e-01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.92690239e-04  3.46264723e-01  2.10434268e-01
  7.40380844e-01 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
  6.59615327e-01 -0.00000000e+00  1.65901358e-01  4.96518658e-01
  1.73539639e-01  5.28208377e-01  1.35636447e+00  1.10810025e+00]";[0.2881653272587564, 0.07681292116105698, 0.11642406552188456, 0.3539004989620569, 0.1670807448087588, 0.5122678065365917, 0.1884017666766859, 0.37425206942271844, 0.0822859273653819, 0.3099505028065324, 0.12644972663806855, 0.0589990468360132, 0.005075613903047298, 0.0871676736258423, 0.06487116010726715, 0.1746032307374794, 0.46517136638850437, 0.09104561483343773, 0.08703090005573573, 0.008051101211505896, 0.21175875347982226, 0.00521803884187534, 0.023700194066913097, 0.25095448473420545, 0.34105958710435835, 0.24700797950278316, 0.6102728283392758, 0.2805814144943245]
722;Чернушка;Perm;;"[ 0.37289968  0.19246196  0.22341452  0.31505904  0.29366928  0.37012592
  0.28346476  0.26789164  0.16732766  0.39692377  0.26750635  0.17203786
  0.11256659  0.10571039 -0.          0.09336436  0.13041468  0.01764589
 -0.         -0.         -0.          0.00648752 -0.         -0.
  0.63584895  0.25744385  0.07816315 -0.        ]";[0.24222971889201414, 0.04490582513598073, 0.052870436918189295, 0.33130042775051516, 0.09935417696207241, 0.5707414683246634, 0.08347821734386944, 0.3441315344307775, 0.032835879290120294, 0.3381738032270636, 0.06864753315856602, 0.02648016435904067, 0.014422484697919125, 0.04640336336066476, 0.1424070225553497, 0.21128276095408105, 0.5864277191021614, 0.1504565695568717, 0.12423453523137078, 0.17629025300317766, 0.22494765197886782, 0.07004356115253665, 0.07305313279084226, 0.27063322825025227, 0.373610762414041, 0.3234778553906206, 0.7200668586913677, 0.5383169484436343]
723;Спас-Деменск;Kaluga;;"[ 0.5828717   0.          0.          0.37236469  0.          0.34397111
  0.29816153  0.          0.          0.56070375  0.          0.
  0.          0.0354704  -0.          0.59303596  0.59711313  0.36266686
 -0.         -0.         -0.         -0.         -0.         -0.
  0.10334536  0.60233413  0.42079671 -0.        ]";[0.2169262944744658, 0.006655962058382855, 0.00804747049952734, 0.26132969087203817, 0.07396175469940279, 0.6034578529327672, 0.07812915013902477, 0.34521639376710156, 0.009086801862631652, 0.34967591778204227, 0.06865027038448447, 0.004543400931315826, 0.0, 0.0523909455721115, 0.08209592025551445, 0.17492025065499767, 0.5856483925237238, 0.19225261567983223, 0.1517410612495889, 0.14409760303037322, 0.28672474475299037, 0.06750062062932168, 0.01185861770795651, 0.2045493968221956, 0.542230759331453, 0.3894736373266945, 0.7566241630297109, 0.25592680529243966]
724;Калач-на-Дону;Volgograd;Kalachevskiy;"[ 0.26884263  0.          0.          0.26199334  0.          0.61931186
  0.          0.46754026  0.          0.50689452  0.          0.
  0.          0.19727025 -0.          0.13452741  0.78503213 -0.
 -0.         -0.          0.02898175 -0.         -0.          0.40537504
  0.31466317 -0.          0.4814786  -0.        ]";[0.21889447883619711, 0.032754370832947924, 0.06466789873458063, 0.3294735274846742, 0.11349199536306198, 0.5729620020560896, 0.09834152394111129, 0.40605893126641157, 0.0701022867279781, 0.3159565746749044, 0.08608590985070344, 0.027334241122024563, 0.01030221222460236, 0.07170244602257586, 0.12233854638280234, 0.1619541964343184, 0.550510696649739, 0.08956684039354473, 0.17220746336835743, 0.15325316309238787, 0.22612610637510788, 0.08305588704101584, 0.0574816045294478, 0.25670266919677925, 0.4211012360382983, 0.2374533014809907, 0.6178383684326736, 0.350650138767292]
725;Лесосибирск;Krasnoyarsk;Lesosibirsk;"[ 0.45424168  0.          0.          0.          0.          0.48188703
  0.          0.          0.          0.74929926  0.          0.
  0.         -0.         -0.          0.24506328  0.53934069  0.80154329
 -0.          0.18223005 -0.         -0.         -0.         -0.
  0.90067873  0.29441231  0.56887497  0.58018396]";[0.40335594676752773, 0.05169263540213251, 0.05709307565065208, 0.1926595945590099, 0.11678941579522173, 0.4693778243571456, 0.11471164789111503, 0.14312719783595243, 0.0463370784453096, 0.5794303254443707, 0.07745088401361241, 0.033228640366613015, 0.009069208991914029, 0.03827709029273034, 0.09381289874204575, 0.21550396777248912, 0.43461766413696334, 0.3719287675596536, 0.1670956074409836, 0.15265544259241665, 0.06870469889393939, 0.07605897102623989, 0.0810594863134546, 0.09337188013272665, 0.4713521370353392, 0.21757927370463165, 0.4194099407841759, 0.39354216835126316]
726;Вольск;Saratov;Vol'skiy;"[ 0.44203901  0.          0.          0.31196764  0.21503724  0.43293381
  0.31017674  0.20247664  0.          0.54103432  0.20899873  0.
  0.         -0.         -0.          0.15018592  0.44696823  0.31094921
 -0.         -0.         -0.         -0.         -0.         -0.
  0.31655475  0.03965301  0.48096697 -0.        ]";[0.28601655908128015, 0.050570042600381296, 0.09369719280630498, 0.36175154212041655, 0.17125633399062568, 0.5109599555038709, 0.1849944876209482, 0.36813402948288243, 0.07470226277230389, 0.3475836033363775, 0.12063941339282146, 0.06070970601912497, 0.019595271732012087, 0.06540604923575108, 0.13333927888742925, 0.18513500657127277, 0.4693623315272672, 0.07574856951562554, 0.15472477727370282, 0.15357278572346791, 0.1735463103465117, 0.08725962482004732, 0.07646068080097349, 0.24488633752761854, 0.23213652801559806, 0.21472095871255936, 0.5709948598379979, 0.35470725278971754]
727;Будённовск;Stavropol;Budennovsk;"[ 0.34941462  0.          0.12528552  0.33712277  0.21080619  0.51738342
  0.16187261  0.41126714  0.17924306  0.44580228  0.08552067  0.05395754
  0.          0.12183911 -0.          0.17691698  0.38022089 -0.
 -0.         -0.          0.09382083 -0.         -0.          0.15577156
  0.22079405  0.19393232  0.32323282 -0.        ]";[0.3654193781591589, 0.09374028432733154, 0.13097953877442012, 0.31866226831020095, 0.22056559484160088, 0.45134780770239497, 0.21332077838626173, 0.30778784474701093, 0.11274188804037338, 0.44513269778809067, 0.16795548565020751, 0.07877078285666905, 0.04228880475099153, 0.06026392628329537, 0.10755050074341639, 0.1544969772571729, 0.3395115225519878, 0.09188011483222198, 0.2941835229102453, 0.12187517930527977, 0.038572125417219535, 0.08859801395915523, 0.04810288694514188, 0.1238090878729, 0.27293627712394725, 0.14714119177405674, 0.332121574849779, 0.02074569427628125]
728;Конаково;Tver;Konakovskiy;"[ 0.26581071  0.          0.          0.27349067  0.          0.64319959
  0.          0.48805782  0.          0.45015705  0.          0.
  0.          0.17910158 -0.          0.13792422  0.79252973 -0.
 -0.         -0.          0.0666863  -0.         -0.          0.39481777
  0.41518654 -0.          0.56711324 -0.        ]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
729;Андреаполь;Tver;Andreapol'skiy;"[ 0.          0.          0.          0.42161969  0.          0.71823846
  0.          0.55350732  0.          0.          0.          0.
  0.          0.03898431  0.16402653  0.26610445  0.90846728 -0.
 -0.         -0.          0.56306537 -0.         -0.          0.51289604
  0.44844379  0.42359737  1.39088731  0.89003682]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
730;Саров;Mordovia;Temnikovskiy;"[ 0.42111964  0.          0.          0.26722532  0.07018661  0.49442211
  0.28688514  0.          0.          0.64773946  0.          0.
  0.         -0.         -0.          0.57067259  0.6525829   0.36099529
 -0.         -0.         -0.         -0.         -0.         -0.
  0.56100837  0.6275456   0.50813647 -0.        ]";[0.21714485780502954, 0.05378909620950937, 0.08013320568462375, 0.314035025447902, 0.12938336193572467, 0.56242424564119, 0.1523722351524514, 0.3723812205144498, 0.07224775226044602, 0.28157371320382263, 0.10585802609468453, 0.04179411992402372, 0.022167315177967578, 0.07351072215876171, 0.01714767013077666, 0.1942134067407819, 0.5501024872061457, 0.07038654115293712, 0.10139156876896627, 0.00814429373172937, 0.22816957271384145, 0.02657311534368104, 0.0, 0.17821205813239413, 0.5152586076357403, 0.28198096501708914, 0.6429682249998238, 0.18025321170624656]
731;Нижние Серги;Sverdlovsk;Nizhneserginskiy;"[ 0.          0.          0.          0.42291866  0.          0.7159284
  0.          0.55550547  0.          0.          0.          0.
  0.          0.05033186  0.12577422  0.26896633  0.92324611 -0.
 -0.         -0.          0.53900471 -0.         -0.          0.41931252
  0.41298074  0.47906389  1.31204192  0.69586647]";[0.20365504400919565, 0.033073515046209645, 0.057725382444961865, 0.3492779392040689, 0.10056816213549588, 0.5826936004519707, 0.09689571705956014, 0.39843741911008157, 0.04940907835090125, 0.25631109442857763, 0.0777091168182353, 0.02360256139752804, 0.014419525608990154, 0.054698320007110196, 0.14265307058444723, 0.2109672129439544, 0.6213688750510342, 0.1251608445638378, 0.14800309285261334, 0.16564170663397507, 0.2923155942038698, 0.07880083210854658, 0.05531545029971831, 0.28598423375015414, 0.40802236159229505, 0.3566833222000964, 0.7827865426074834, 0.48737310742756945]
732;Тверь;Tver;Tver';"[ 0.34988841  0.17655296  0.22080653  0.29902959  0.3035689   0.38214126
  0.2494573   0.29341885  0.19772422  0.39866814  0.31266263  0.13181615
  0.09251368 -0.          1.37668703 -0.         -0.         -0.
  2.68923793  1.69966791  0.4838253   1.30572522  1.29768561  0.6234948
 -0.         -0.         -0.          1.42074578]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
733;Онега;Arkhangelsk;;"[ 0.34225911  0.          0.          0.30263517  0.09547077  0.59649442
  0.09547077  0.30263517  0.          0.57065549  0.          0.
  0.          0.01657633 -0.          0.33025223  0.63534987 -0.
 -0.         -0.         -0.         -0.          0.02106569  0.4248978
 -0.          0.20429392  0.60463091  0.24419834]";[0.38493147935544414, 0.08166022973430528, 0.1005327629519943, 0.29495696972774255, 0.2443368006538118, 0.4581476100575698, 0.2237299504464724, 0.2219708028394887, 0.07537682512234396, 0.5180415076515433, 0.23346460238568725, 0.03632535604184777, 0.0, 0.021596190984910286, 0.044192006198329914, 0.0944368459711019, 0.3084975685441313, 0.15572456616061578, 0.17321708303189018, 0.03682055865248617, 0.01456060086102093, 0.023180596287154787, 0.003009384643949207, 0.06069968531066501, 0.3749349439827675, 0.0747947528743794, 0.2816498107628522, 0.034885477595342176]
734;Озёрск;Chelyabinsk;Ozerskiy;"[ 0.32647557  0.          0.          0.34939869  0.          0.55266687
  0.          0.40187486  0.          0.55171567  0.          0.
  0.          0.14235493 -0.          0.22182509  0.79849302 -0.
 -0.         -0.         -0.         -0.         -0.          0.35006217
  0.12896715  0.10382475  0.45825516 -0.        ]";[0.19640181352118188, 0.04284828458818666, 0.06696792054248943, 0.38768981482371456, 0.09581166103622302, 0.56914565626025, 0.09473156719688033, 0.4242181350145357, 0.06590699221429314, 0.23342482024588274, 0.08628141706042206, 0.029464096875362857, 0.0117954454488925, 0.06655606885599596, 0.16677418406911385, 0.212099586987986, 0.6477752704127387, 0.07578890113780462, 0.14963883254306384, 0.1456811684504265, 0.28829642070475997, 0.07339198600983556, 0.059890481336721285, 0.3277192228709522, 0.3550133631612886, 0.31459402939607267, 0.8171621354573463, 0.5350482552902016]
735;Набережные Челны;Tatarstan;Naberezhnye Chelny;"[ 0.38701797  0.16459847  0.15227168  0.2871124   0.29208131  0.39261248
  0.25470891  0.26233043  0.1934213   0.44615857  0.30383661  0.10637022
  0.0652206   0.03857825 -0.         -0.         -0.          0.12594616
  0.7721008   0.31966927 -0.          0.25372539 -0.         -0.
 -0.         -0.         -0.         -0.        ]";[0.26671080098632016, 0.07095956543208994, 0.08967841216219304, 0.3458779760204808, 0.13271194930285884, 0.5258062882491026, 0.1438689973986294, 0.3554228147599126, 0.08282909888039298, 0.3059966967141068, 0.11563979962168294, 0.05196972584028456, 0.02723972388552259, 0.060531297730763725, 0.14076897916108813, 0.19798802550902153, 0.5081196669299238, 0.10664574680667042, 0.23349418022971685, 0.1472778993275499, 0.19702726698824286, 0.09878850859621263, 0.05954507629018049, 0.2530473641901536, 0.3084936220522167, 0.2807931560057873, 0.6521147763219631, 0.46037131278341026]
736;Химки;Moscow Oblast;;"[ 0.          0.          0.          0.32260082  0.          0.751333
  0.          0.57569735  0.          0.          0.          0.
  0.          0.09281584  0.04001123  0.18976571  0.88030705 -0.
 -0.         -0.          0.52349467 -0.         -0.          0.3612551
  0.66274392  0.34887403  1.20251303  0.42059083]";[0.2383443552182965, 0.0, 0.0, 0.12070643740362941, 0.032568545247150485, 0.633365595018984, 0.005978277455155739, 0.172455652435965, 0.0, 0.4892875075336517, 0.046035991277872605, 0.0, 0.0, 0.024230270922658854, 0.018846696765712236, 0.22015335530495567, 0.5828583483410863, 0.3591026544800972, 0.030842506171144674, 0.08481895001388848, 0.16983053382873656, 0.029085598704754773, 0.02525525487954867, 0.11876136651416569, 0.7568308647427313, 0.39420387397592754, 0.5853821268964279, 0.2759323458740476]
737;Дорогобуж;Smolensk;;"[ 0.28058117  0.          0.          0.3236897   0.          0.5341325
  0.          0.3236897   0.          0.6530135   0.          0.
  0.          0.1196034  -0.          0.2551007   0.78692457  0.08565913
 -0.         -0.         -0.         -0.         -0.          0.18275484
  0.5300991   0.18239539  0.36959175 -0.        ]";[0.2800699590152095, 0.017907492481486036, 0.04190214109031871, 0.3437256625614179, 0.12076284044008326, 0.5296809154574768, 0.09340244056858096, 0.34000095113497913, 0.02638167701197323, 0.44232183790428536, 0.10726571986316692, 0.010811439495391845, 0.005340646113094486, 0.04388971410921246, 0.09064262852430026, 0.18034351918130337, 0.5621406159579756, 0.1015811926961616, 0.18623823157869865, 0.1568551130426086, 0.10847020805388098, 0.10047603120910183, 0.024534647668984177, 0.1947185517244291, 0.3819662003257904, 0.18904339045137186, 0.5139990137073293, 0.22824559253694413]
